Comp Depth [cm],Al, Si, P, S, Ar, K, Ca, Ti, Mn, Fe, Ni, Rb,  Zr, Ca_Ti, Si_Ti, Zr_Ti, Ni_Ti, Fe_Ti, Al_Ti, K_Ti, Rb_K,core name
2317,1358,15001,0,128,8772,93421,854976,52987,2633,195272,876,2215,1344,16.13558043,0.283107177,0.025364712,0.016532357,3.685281295,0.025628928,1.763092834,0.023709873,HIBO19-A-11-2
2317.5,1225,13697,0,220,8915,90450,844143,53385,1658,208383,756,2663,1437,15.81236302,0.256570198,0.026917674,0.014161281,3.903399831,0.022946521,1.694296151,0.02944168,HIBO19-A-11-2
2318,1335,13930,0,278,9062,91921,873641,54975,1444,212208,879,2543,1393,15.89160528,0.253387904,0.02533879,0.015989086,3.860081855,0.024283765,1.672050932,0.02766506,HIBO19-A-11-2
2318.5,1310,14624,0,270,9308,98114,862538,56985,2544,213797,820,2666,1570,15.13622883,0.256628937,0.02755111,0.014389752,3.75181188,0.022988506,1.721751338,0.027172473,HIBO19-A-11-2
2319,1354,14776,0,258,9249,97209,884535,56976,2015,221093,892,2703,1798,15.52469461,0.259337265,0.031557147,0.015655715,3.880458439,0.023764392,1.706139427,0.027806067,HIBO19-A-11-2
2319.5,1345,15991,0,230,9832,98217,893753,54587,2697,216637,1093,2616,1648,16.3730009,0.292945207,0.030190338,0.020023082,3.968655541,0.024639566,1.799274553,0.0266349,HIBO19-A-11-2
2320,943,22191,0,33,10124,62343,630434,31677,2242,117295,565,2228,1142,19.90194779,0.700539824,0.036051394,0.017836285,3.702844335,0.029769233,1.968084099,0.035737773,HIBO19-A-11-2
2320.5,1007,13686,0,67,9208,77862,799401,45027,2786,167745,973,2414,1852,17.75381438,0.303950963,0.041130877,0.021609257,3.725431408,0.022364359,1.729229129,0.03100357,HIBO19-A-11-2
2321,1251,13305,0,172,9180,90085,888791,56664,2822,215045,1016,2893,1672,15.68528519,0.234805167,0.029507271,0.017930256,3.795090357,0.02207751,1.589810109,0.032114114,HIBO19-A-11-2
2321.5,1144,13105,0,57,9488,88461,865399,52222,2152,203136,850,2548,1252,16.57154073,0.250947876,0.02397457,0.016276665,3.88985485,0.021906476,1.693941251,0.028803654,HIBO19-A-11-2
2322,1376,14925,0,92,9612,91402,882702,51692,2430,199289,1039,2413,1585,17.076182,0.288729397,0.030662385,0.020099822,3.855316103,0.026619206,1.768203977,0.02639986,HIBO19-A-11-2
2322.5,1073,23010,0,27,10955,66532,672974,32586,2736,120475,614,2218,1385,20.65224329,0.706131468,0.042502915,0.018842448,3.697139876,0.032928251,2.041735715,0.033337341,HIBO19-A-11-2
2323,927,27107,0,0,9732,53610,578288,26467,3006,102804,645,1843,1282,21.84939736,1.024181056,0.048437677,0.02436997,3.884233196,0.035024748,2.02554124,0.034377915,HIBO19-A-11-2
2323.5,728,26350,0,0,8366,47029,484977,26744,3161,67524,454,1832,1200,18.13404876,0.985267724,0.044869877,0.01697577,2.524827999,0.027221059,1.758487885,0.038954688,HIBO19-A-11-2
2324,756,31218,0,18,9234,47296,488787,14149,3357,76666,576,2070,976,34.54569228,2.206375009,0.06898014,0.040709591,5.418474804,0.053431338,3.342709732,0.043766915,HIBO19-A-11-2
2324.5,852,30558,0,0,9215,48187,464139,15246,2268,77018,504,1895,986,30.4433294,2.004329004,0.064672701,0.033057851,5.051685688,0.05588351,3.160632297,0.039325959,HIBO19-A-11-2
2325,932,31661,0,62,9620,52838,408904,20384,3661,83876,492,1725,772,20.0600471,1.553228022,0.037872841,0.024136578,4.114795918,0.045722135,2.592131083,0.032646959,HIBO19-A-11-2
2325.5,892,33657,0,14,9562,48225,424785,23106,1743,82929,596,2024,1266,18.38418593,1.45663464,0.054790963,0.025794166,3.589067775,0.038604691,2.087120229,0.041969933,HIBO19-A-11-2
2326,969,34617,0,18,9485,58085,381285,19314,1865,96120,671,1737,1086,19.74137931,1.79232681,0.056228642,0.034741638,4.976700839,0.050170861,3.007403956,0.02990445,HIBO19-A-11-2
2326.5,775,36699,0,0,9120,49999,414059,15590,2615,71061,657,1903,1039,26.55926876,2.35400898,0.066645285,0.042142399,4.558114176,0.049711353,3.207119949,0.038060761,HIBO19-A-11-2
2327,781,32190,0,7,9360,42992,462478,19687,2442,75262,598,1782,1213,23.49154264,1.635089145,0.061614263,0.030375375,3.822928836,0.039670849,2.183776096,0.041449572,HIBO19-A-11-2
2327.5,831,34231,0,0,9198,49550,443380,32797,2531,76686,661,2035,792,13.51891941,1.043723511,0.02414855,0.020154282,2.338201665,0.025337683,1.510808915,0.041069627,HIBO19-A-11-2
2328,856,33006,0,0,9319,51476,473777,13491,2869,77862,384,1974,915,35.1180046,2.446519902,0.067822993,0.02846342,5.771403158,0.063449707,3.815580758,0.038347968,HIBO19-A-11-2
2328.5,798,31196,0,11,9303,49168,476203,18063,2726,81568,661,1935,937,26.36345015,1.727066379,0.051873997,0.036594143,4.515750429,0.044178708,2.722028456,0.039354865,HIBO19-A-11-2
2329,756,32614,0,0,9047,44296,461718,23452,2328,81557,738,1668,1301,19.68778782,1.390670305,0.055475013,0.031468531,3.47761385,0.032236057,1.888794133,0.03765577,HIBO19-A-11-2
2329.5,861,32024,0,145,9365,55055,421142,19559,4537,82268,641,2003,1351,21.53187791,1.637302521,0.069073061,0.032772637,4.206145508,0.044020655,2.814816708,0.0363818,HIBO19-A-11-2
2330,835,33333,0,0,9138,48099,465684,17443,2627,71996,650,1605,1303,26.69747177,1.91096715,0.074700453,0.037264232,4.127501003,0.047870206,2.757495844,0.033368677,HIBO19-A-11-2
2330.5,862,31742,0,0,9547,46609,479931,21159,3012,74123,603,1608,1288,22.68212108,1.500165414,0.060872442,0.028498511,3.503142871,0.040739165,2.202797864,0.034499775,HIBO19-A-11-2
2331,852,31249,0,0,9399,49704,484420,22586,2199,78953,581,2033,1230,21.44779952,1.383556185,0.054458514,0.0257239,3.495661029,0.037722483,2.200655273,0.040902141,HIBO19-A-11-2
2331.5,817,30270,0,63,9071,46183,376697,22220,4067,80323,684,1574,880,16.95306031,1.362286229,0.03960396,0.030783078,3.61489649,0.036768677,2.078442844,0.034081805,HIBO19-A-11-2
2332,821,32599,0,25,9216,53281,442957,22093,3590,88262,356,1876,1040,20.04965374,1.475535237,0.047073734,0.016113701,3.995021047,0.037161092,2.411668854,0.035209549,HIBO19-A-11-2
2332.5,866,32161,0,12,9548,52198,456808,17814,3346,80063,562,2002,977,25.64320198,1.805377793,0.054844504,0.031548221,4.494386438,0.04861345,2.930167284,0.03835396,HIBO19-A-11-2
2333,810,33385,0,43,9431,44527,431710,30968,3760,76277,517,2057,1118,13.94051925,1.078048308,0.036101782,0.016694653,2.463090933,0.026156032,1.43783906,0.04619669,HIBO19-A-11-2
2333.5,792,33244,0,68,9326,52655,434594,17018,3805,77714,360,1886,1672,25.53731343,1.953461041,0.098248913,0.021154072,4.566576566,0.046538959,3.09407686,0.035818061,HIBO19-A-11-2
2334,903,31936,0,18,9301,47666,460245,19525,2290,84473,417,1890,1211,23.57208707,1.635646607,0.062023047,0.021357234,4.326402049,0.046248399,2.44128041,0.039650904,HIBO19-A-11-2
2334.5,756,34489,0,23,9406,50203,475171,18050,1725,85401,291,1771,1010,26.32526316,1.910747922,0.055955679,0.016121884,4.731357341,0.041883657,2.78132964,0.035276776,HIBO19-A-11-2
2335,917,36625,0,0,9161,50763,452128,21458,1898,91417,690,1875,1178,21.07037003,1.70682263,0.05489794,0.032155839,4.260275888,0.042734644,2.365691118,0.036936351,HIBO19-A-11-2
2335.5,928,35976,0,0,9125,53609,524635,25208,2711,80431,493,1812,1207,20.81224215,1.427165979,0.047881625,0.019557283,3.190693431,0.03681371,2.126666138,0.033800295,HIBO19-A-11-2
2336,950,37291,0,0,8759,52255,488759,23600,2467,70066,670,2071,1369,20.71012712,1.580127119,0.058008475,0.028389831,2.968898305,0.040254237,2.214194915,0.039632571,HIBO19-A-11-2
2336.5,932,36452,0,0,9125,55835,464590,22108,3201,76909,447,1992,1261,21.01456486,1.648814909,0.057038176,0.020218925,3.47878596,0.042156685,2.52555636,0.035676547,HIBO19-A-11-2
2337,875,32281,0,0,8970,57662,520558,23340,3544,85633,577,1740,1246,22.30325621,1.383076264,0.053384747,0.024721508,3.668937446,0.037489289,2.470522708,0.030175852,HIBO19-A-11-2
2337.5,848,35014,0,0,9006,48456,440443,27210,2810,72935,527,1978,1124,16.18680632,1.286806321,0.041308343,0.019367879,2.680448365,0.031165013,1.780815877,0.040820538,HIBO19-A-11-2
2338,948,36349,0,0,9273,54222,514656,26611,2282,88247,550,1907,1288,19.33997219,1.365938897,0.048401037,0.020668145,3.316185036,0.035624366,2.037578445,0.035170226,HIBO19-A-11-2
2338.5,901,37315,0,0,9396,48063,503530,19546,2498,78601,417,1768,1110,25.76128108,1.909086258,0.056789113,0.021334288,4.021334288,0.046096388,2.458968587,0.036785053,HIBO19-A-11-2
2339,874,34467,0,0,9354,48368,480942,25746,2239,83145,583,1785,1360,18.68026101,1.33873223,0.05282374,0.022644294,3.229433698,0.033947021,1.878660763,0.036904565,HIBO19-A-11-2
2339.5,888,18226,0,0,9749,62181,645852,39947,3432,135136,656,2128,2346,16.16772223,0.456254537,0.058727814,0.016421759,3.382882319,0.022229454,1.556587478,0.034222673,HIBO19-A-11-2
2340,1057,26048,0,0,10386,67818,695730,34657,2957,119907,554,2035,1315,20.07473238,0.751594195,0.037943273,0.015985227,3.459820527,0.030498889,1.956834117,0.030006783,HIBO19-A-11-2
2340.5,1105,21439,0,0,9172,74509,680104,40299,2640,146278,758,2488,1536,16.87644855,0.531998313,0.03811509,0.0188094,3.629817117,0.027420035,1.848904439,0.033391939,HIBO19-A-11-2
2341,927,26389,0,0,9672,55248,465141,28377,3022,91213,545,1905,1722,16.39147901,0.929943264,0.060682947,0.019205695,3.214328505,0.032667301,1.946928851,0.034480886,HIBO19-A-11-2
2341.5,783,26643,0,0,8608,46878,397595,22942,1922,80619,542,2081,1129,17.33044198,1.16131985,0.049211054,0.023624793,3.514035394,0.034129544,2.04332665,0.044391826,HIBO19-A-11-2
2342,1032,18864,0,0,9536,69632,634172,38376,4094,145578,723,2262,1601,16.5252241,0.491557223,0.041718783,0.0188399,3.793464665,0.026891807,1.814467375,0.032485064,HIBO19-A-11-2
2342.5,1341,14907,0,0,9719,93449,867650,53421,1856,215474,843,2557,1806,16.24174014,0.279047566,0.03380693,0.015780311,4.033507422,0.025102488,1.749293349,0.027362519,HIBO19-A-11-2
2343,1208,13793,0,74,9281,91698,888569,53666,2780,213481,1004,2475,1961,16.55739202,0.257015615,0.036540827,0.018708307,3.977956248,0.022509596,1.708679611,0.026990774,HIBO19-A-11-2
2343.5,1289,13940,0,18,9409,92183,858915,55059,2533,211512,721,2409,1906,15.59990192,0.253182949,0.03461741,0.013095043,3.84155179,0.02341125,1.674258523,0.026132801,HIBO19-A-11-2
2344,1014,12850,0,0,9205,87684,840373,53076,3133,199950,961,2555,2052,15.83338986,0.24210566,0.038661542,0.018106112,3.76723943,0.01910468,1.652046123,0.029138725,HIBO19-A-11-2
2344.5,1180,13469,0,0,8885,89156,852788,55998,2296,202141,957,2693,1861,15.22890103,0.240526447,0.03323333,0.017089896,3.609789635,0.021072181,1.59212829,0.030205483,HIBO19-A-11-2
2345,1154,13861,0,0,9130,87003,868010,53409,3573,195387,787,2616,1818,16.25212979,0.259525548,0.034039207,0.014735344,3.658316014,0.021606845,1.628995113,0.030067929,HIBO19-A-11-2
2345.5,1222,13513,0,0,8825,87646,857131,53531,1754,205668,969,2827,1922,16.01186229,0.25243317,0.035904429,0.018101661,3.842035456,0.022827894,1.637294278,0.032254752,HIBO19-A-11-2
2346,1174,13341,0,0,9578,84684,823606,50355,2321,183314,940,2548,1753,16.35599245,0.264938934,0.034812829,0.018667461,3.640432926,0.023314467,1.681739648,0.030088328,HIBO19-A-11-2
2346.5,1051,13457,0,0,9422,80729,819100,47950,2200,177905,777,2372,2001,17.08237748,0.280646507,0.04173097,0.01620438,3.710218978,0.021918665,1.683607925,0.029382254,HIBO19-A-11-2
2347,1234,14909,0,0,8971,84845,922843,52712,3037,192175,803,2502,1844,17.5072659,0.282838822,0.034982547,0.015233723,3.645754287,0.023410229,1.609595538,0.029489068,HIBO19-A-11-2
2347.5,1267,15109,0,0,9088,88984,901999,56468,2427,206052,952,2518,2315,15.97363108,0.267567472,0.040996671,0.016859106,3.649004746,0.022437487,1.575830559,0.028297222,HIBO19-A-11-2
2348,953,16320,0,0,9267,72743,844751,52641,2741,152908,674,2077,3059,16.04739652,0.310024506,0.058110598,0.012803708,2.904732053,0.018103759,1.381869645,0.028552576,HIBO19-A-11-2
2348.5,965,11880,0,35,8454,76061,647447,44465,3313,158390,709,2422,1897,14.56082312,0.267176431,0.042662768,0.015945125,3.562127516,0.021702463,1.710581356,0.031842863,HIBO19-A-11-2
2349,1336,15119,0,50,8830,91058,862833,54489,3645,195705,863,2617,1854,15.83499422,0.277468847,0.034025216,0.015838059,3.59164235,0.02451871,1.671126282,0.028739924,HIBO19-A-11-2
2349.5,1135,25725,0,0,9425,70017,691788,43174,2772,131316,560,2208,1422,16.02325474,0.595844721,0.03293649,0.012970769,3.041552786,0.02628897,1.621739936,0.031535199,HIBO19-A-11-2
2350,956,33818,0,0,8840,53395,513370,20223,2334,81296,563,2067,1162,25.38545221,1.672254364,0.057459328,0.027839589,4.019977254,0.047272907,2.640310538,0.03871149,HIBO19-A-11-2
2350.5,860,35959,0,0,8670,47262,454429,17598,2839,65790,584,1760,1057,25.82276395,2.0433572,0.060063644,0.033185589,3.738493011,0.04886919,2.685646096,0.03723922,HIBO19-A-11-2
2351,709,34370,0,0,8626,45786,481746,12894,2331,58649,528,2045,1229,37.36202885,2.66558089,0.095315651,0.040949279,4.548549713,0.054986816,3.550953932,0.044664308,HIBO19-A-11-2
2351.5,907,36681,0,0,9097,52871,432481,18917,1613,78893,543,1768,1487,22.86202886,1.939049532,0.078606544,0.02870434,4.170481577,0.047946292,2.794893482,0.033439882,HIBO19-A-11-2
2352,841,33573,0,0,8896,49163,492593,17711,1687,63347,710,1998,1071,27.81282819,1.895601604,0.060470894,0.040088081,3.576703743,0.047484614,2.77584552,0.040640319,HIBO19-A-11-2
2352.5,835,30758,0,0,9073,51795,538343,28815,1791,81382,559,1806,829,18.68273469,1.067430158,0.028769738,0.019399618,2.824292903,0.028977963,1.797501301,0.034868231,HIBO19-A-11-2
2353,851,31618,0,0,8822,50922,509020,22680,3562,72695,572,1771,1410,22.44356261,1.394091711,0.062169312,0.025220459,3.205246914,0.037522046,2.245238095,0.034778681,HIBO19-A-11-2
2353.5,769,31337,0,0,8800,53940,500488,20988,1849,84190,594,1883,1382,23.84638841,1.49309129,0.065847151,0.028301887,4.011339813,0.036639985,2.570040023,0.034909158,HIBO19-A-11-2
2354,734,32185,0,0,8893,47652,512962,22124,2623,73093,592,1678,1265,23.18577111,1.454755017,0.057177726,0.026758272,3.303787742,0.033176641,2.153860061,0.035213632,HIBO19-A-11-2
2354.5,649,29306,0,0,8616,44184,508006,24178,3602,81576,452,1914,1445,21.01108446,1.212093639,0.059765076,0.018694681,3.373976342,0.026842584,1.827446439,0.043318848,HIBO19-A-11-2
2355,770,32776,0,0,8479,45665,513657,26875,2166,67136,654,1796,799,19.1128186,1.219572093,0.029730233,0.024334884,2.498083721,0.028651163,1.699162791,0.039329903,HIBO19-A-11-2
2355.5,839,31054,0,0,8235,49839,528121,21447,2761,88217,658,1832,1200,24.62446962,1.447941437,0.055951881,0.030680282,4.113255933,0.03911969,2.323821513,0.036758362,HIBO19-A-11-2
2356,807,32436,0,0,8028,46077,441894,20183,829,80997,724,1959,1435,21.89436655,1.60709508,0.07109944,0.035871773,4.013129862,0.039984145,2.282960908,0.042515789,HIBO19-A-11-2
2356.5,863,33977,0,0,8094,44967,476461,23425,2248,73342,435,1879,1594,20.33985059,1.450458911,0.068046958,0.018569904,3.130928495,0.036840982,1.919615795,0.041786199,HIBO19-A-11-2
2357,716,28870,0,0,8188,42074,431610,22402,2441,75385,681,1787,1454,19.26658334,1.288724221,0.064904919,0.030399072,3.36510133,0.031961432,1.878135881,0.042472786,HIBO19-A-11-2
2357.5,824,32274,0,13,8741,48688,432313,17794,4166,82775,586,1781,1102,24.29543666,1.813757446,0.061930988,0.032932449,4.651848938,0.046307744,2.736203215,0.036579855,HIBO19-A-11-2
2358,741,31862,0,0,8612,44971,480999,17772,2811,64706,632,1850,1571,27.06498987,1.792820167,0.088397479,0.035561558,3.640895791,0.041694801,2.530441143,0.041137622,HIBO19-A-11-2
2358.5,903,33828,0,0,8652,47281,441250,20783,2745,87913,688,1808,878,21.23129481,1.627676466,0.042246066,0.033103979,4.230043786,0.043448973,2.274984362,0.038239462,HIBO19-A-11-2
2359,888,35865,0,0,9167,49681,584324,15271,1976,75778,549,2211,844,38.26363696,2.348569183,0.055268155,0.035950494,4.962215965,0.058149434,3.253290551,0.044503935,HIBO19-A-11-2
2359.5,630,29526,0,0,8591,41331,438508,18619,2463,52466,567,1409,633,23.5516408,1.585799452,0.033997529,0.030452763,2.817874215,0.033836404,2.219829207,0.034090634,HIBO19-A-11-2
2360,804,34862,0,0,8605,45566,482582,19892,1799,64742,645,1760,963,24.26010456,1.752563845,0.048411422,0.032425096,3.254675246,0.040418259,2.290669616,0.038625291,HIBO19-A-11-2
2360.5,727,33771,0,0,8446,39360,489556,18669,4116,72947,686,1874,772,26.22293642,1.808934597,0.041351974,0.036745407,3.907386577,0.038941561,2.10830789,0.047611789,HIBO19-A-11-2
2361,699,32208,0,0,8373,41365,523835,16385,3340,75788,730,1740,854,31.97039976,1.965700336,0.052120842,0.044552945,4.625450107,0.04266097,2.524565151,0.042064547,HIBO19-A-11-2
2361.5,802,31239,0,0,8593,52426,489078,23224,3152,67957,626,1976,1069,21.05916293,1.34511712,0.046029969,0.026954874,2.926153979,0.034533241,2.257406132,0.037691222,HIBO19-A-11-2
2362,853,31272,0,0,8622,53319,566875,19364,3038,82589,447,1898,954,29.27468498,1.614955588,0.04926668,0.023084074,4.265079529,0.044050816,2.753511671,0.035597067,HIBO19-A-11-2
2362.5,902,35576,0,0,8472,55301,576940,18833,3019,64505,570,1970,929,30.6345245,1.889024585,0.049328307,0.030266022,3.425104869,0.047894653,2.936388255,0.035623226,HIBO19-A-11-2
2363,894,34815,0,0,8626,48720,513708,19649,2066,82124,709,1816,1180,26.14423126,1.771845895,0.060053947,0.036083261,4.179551122,0.045498499,2.479515497,0.03727422,HIBO19-A-11-2
2363.5,860,36446,0,0,8672,45048,500304,20033,1375,73021,546,1698,857,24.97399291,1.819298158,0.042779414,0.027255029,3.645035691,0.042929167,2.248689662,0.037693127,HIBO19-A-11-2
2364,814,35238,0,0,8263,49828,541276,19051,1893,69613,606,1908,1288,28.41194688,1.849666684,0.067608,0.031809354,3.654033909,0.042727416,2.615505748,0.038291724,HIBO19-A-11-2
2364.5,918,22331,0,0,7761,48890,571165,29836,3298,107027,708,1824,1972,19.14348438,0.748458238,0.066094651,0.023729722,3.587176565,0.030768199,1.63862448,0.037308243,HIBO19-A-11-2
2365,1535,17370,0,86,8604,98673,934259,57423,1329,214491,1333,2853,1768,16.26976995,0.302492033,0.030789057,0.023213695,3.735280288,0.026731449,1.718353273,0.028913685,HIBO19-A-11-2
2365.5,1130,17645,0,90,8972,67532,816273,52695,1633,149574,854,2107,2957,15.49052092,0.334851504,0.056115381,0.016206471,2.838485625,0.02144416,1.281563716,0.031200024,HIBO19-A-11-2
2366,1228,14919,0,44,8855,89933,899673,54946,3472,193542,931,2551,1916,16.37376697,0.27152113,0.0348706,0.016943909,3.522403815,0.022349216,1.636752448,0.028365561,HIBO19-A-11-2
2366.5,1306,14290,0,0,8607,94100,878417,52672,3067,213362,670,2805,1446,16.67711498,0.27130164,0.027452916,0.012720231,4.050767011,0.024794957,1.786527947,0.029808714,HIBO19-A-11-2
2367,1075,13596,0,42,9194,95723,744041,53756,2995,212529,756,2652,1996,13.84107821,0.252920604,0.037130739,0.014063546,3.953586576,0.019997768,1.780694248,0.02770494,HIBO19-A-11-2
2367.5,843,15154,0,0,8934,58727,765729,38036,2566,122800,655,1879,2857,20.13169103,0.398412031,0.075113051,0.017220528,3.228520349,0.022163214,1.543984646,0.031995505,HIBO19-A-11-2
2368,789,17282,0,0,8669,55689,788344,34860,4432,112467,779,2095,1532,22.61457258,0.495754446,0.043947217,0.022346529,3.226247849,0.022633391,1.597504303,0.037619638,HIBO19-A-11-2
2368.5,1029,14971,0,0,8614,72033,659487,39666,3349,154898,784,2349,1955,16.62600212,0.377426511,0.049286543,0.019765038,3.905057228,0.025941612,1.815988504,0.032610054,HIBO19-A-11-2
2369,1303,14814,0,0,8458,88176,844311,48016,2399,188255,935,2854,1934,17.58395118,0.308522159,0.040278241,0.019472676,3.920672276,0.027136788,1.836387871,0.032367084,HIBO19-A-11-2
2369.5,1445,16067,0,47,8554,93863,911421,54995,2975,221767,799,2898,1588,16.57279753,0.292153832,0.028875352,0.014528594,4.032493863,0.026275116,1.70675516,0.030874786,HIBO19-A-11-2
2370,1423,15274,0,21,8783,97794,884314,56734,2369,221499,1046,2912,2185,15.58702013,0.269221278,0.038513061,0.018436916,3.904166814,0.025081961,1.723728276,0.029776878,HIBO19-A-11-2
2370.5,1323,14414,0,0,8677,93022,895266,51723,3504,210802,744,2813,1610,17.30885679,0.278676798,0.031127351,0.014384316,4.075594996,0.025578563,1.7984649,0.030240158,HIBO19-A-11-2
2371,1248,13765,0,99,9028,94215,937670,54792,1820,218358,938,2705,2109,17.11326471,0.251222806,0.038491021,0.017119287,3.98521682,0.022777048,1.719502847,0.028710927,HIBO19-A-11-2
2371.5,1539,16328,0,128,8931,98076,963636,56872,3944,218464,725,2603,1972,16.9439443,0.287100858,0.034674356,0.012747925,3.841327894,0.027060768,1.72450415,0.026540642,HIBO19-A-11-2
2372,1259,17144,0,23,9391,87960,1003736,55196,3162,192146,921,2502,2625,18.18494094,0.310602218,0.047557794,0.016685992,3.481158055,0.022809624,1.593593739,0.028444748,HIBO19-A-11-2
2372.5,1191,18979,0,35,9441,75787,819515,39471,1954,149542,604,2317,1598,20.76245851,0.48083403,0.04048542,0.015302374,3.788654962,0.030174052,1.920067898,0.030572526,HIBO19-A-11-2
2373,1521,16361,0,0,9258,91402,963048,52883,3128,193780,867,2484,2017,18.21091844,0.309381087,0.038140801,0.016394683,3.664315565,0.028761606,1.728381521,0.027176648,HIBO19-A-11-2
2373.5,1506,17752,0,0,9317,87339,1027634,69581,2795,192126,1078,2472,4238,14.76888806,0.255127118,0.060907432,0.015492735,2.761184806,0.02164384,1.255213348,0.028303507,HIBO19-A-11-2
2374,944,15389,0,29,9804,69286,875387,46865,1436,141121,1052,2220,2025,18.6789075,0.328368719,0.043209218,0.022447455,3.011223728,0.020142964,1.478416729,0.032041105,HIBO19-A-11-2
2374.5,1003,14320,0,8,8994,85179,791041,48067,2653,175234,617,2365,1835,16.45704954,0.29791749,0.03817588,0.012836249,3.645619656,0.020866707,1.772088959,0.027765059,HIBO19-A-11-2
2375,1302,16507,0,166,9215,91383,953512,56938,3314,200390,1024,2411,2262,16.74649619,0.289911834,0.039727423,0.017984474,3.5194422,0.022866978,1.604956268,0.026383463,HIBO19-A-11-2
2375.5,884,14703,0,142,9508,78540,667444,41618,2095,149126,694,2442,1305,16.03738767,0.353284636,0.031356625,0.016675477,3.583209188,0.021240809,1.887164208,0.031092437,HIBO19-A-11-2
2376,774,18373,0,119,9445,58390,801705,43995,1685,118843,791,1725,3574,18.22263894,0.417615638,0.081236504,0.017979316,2.701284237,0.017592908,1.327196272,0.02954273,HIBO19-A-11-2
2376.5,901,15898,0,28,9183,66926,692772,40448,2242,132947,798,2027,2412,17.12747231,0.393047864,0.05963212,0.019729035,3.286862144,0.022275514,1.654618275,0.030287183,HIBO19-A-11-2
2377,1005,16404,0,93,9353,82130,644557,45324,1495,160016,964,2303,2333,14.22109699,0.361927456,0.051473833,0.021269085,3.530491572,0.022173683,1.812064249,0.028040911,HIBO19-A-11-2
2377.5,925,18323,0,114,9144,76178,630933,42615,2385,156472,530,2164,2128,14.80542063,0.429965974,0.049935469,0.012436935,3.67175877,0.021705972,1.787586531,0.028407152,HIBO19-A-11-2
2378,1140,20364,0,28,8879,68243,753177,46020,3236,138195,814,2131,2114,16.36629726,0.442503259,0.045936549,0.017687962,3.002933507,0.024771838,1.48289874,0.031226646,HIBO19-A-11-2
2378.5,1454,15705,0,175,9204,95777,939815,56246,3120,211424,1019,2650,1958,16.70901042,0.279219856,0.034811364,0.018116844,3.75891619,0.025850727,1.702823312,0.027668438,HIBO19-A-11-2
2379,1320,16400,0,195,9590,92120,916375,57489,3997,210331,845,2677,1858,15.94000591,0.285271965,0.032319226,0.014698464,3.658630347,0.022960914,1.602393501,0.029059922,HIBO19-A-11-2
2379.5,841,19842,0,175,9664,60924,718864,42709,2167,125346,581,2091,2728,16.83167482,0.464585919,0.063874125,0.01360369,2.934884919,0.0196914,1.426490904,0.03432145,HIBO19-A-11-2
2380,1032,23097,0,0,9497,68555,652313,37543,2527,132457,723,2369,1553,17.3750899,0.615214554,0.0413659,0.019257918,3.528141065,0.02748848,1.826039475,0.034556196,HIBO19-A-11-2
2380.5,1329,25736,0,104,9507,79338,559274,33014,2393,148061,745,2558,1185,16.94051009,0.779548071,0.035893863,0.022566184,4.48479433,0.040255649,2.403162295,0.032241801,HIBO19-A-11-2
2381,1093,24606,0,94,9467,67089,721943,40157,2750,119408,608,1882,2055,17.97801131,0.612744976,0.051174141,0.015140573,2.973528899,0.027218169,1.67066763,0.028052289,HIBO19-A-11-2
2381.5,1121,14947,0,2272,9896,81633,548226,45886,2147,225646,912,2408,1913,11.94756571,0.325742056,0.041690276,0.019875343,4.91753476,0.024430109,1.779039358,0.029497875,HIBO19-A-11-2
